Nom de la gare;Code UIC;Code postal;Segmentation DRG;Total Voyageurs 2021;Total Voyageurs + Non voyageurs 2021;Total Voyageurs 2020;Total Voyageurs + Non voyageurs 2020;Total Voyageurs 2019;Total Voyageurs + Non voyageurs 2019;Total Voyageurs 2018;Total Voyageurs + Non voyageurs 2018;Total Voyageurs 2017;Total Voyageurs + Non voyageurs 2017;Total Voyageurs 2016;Total Voyageurs + Non voyageurs 2016;Total Voyageurs 2015;Total Voyageurs + Non voyageurs 2015
Aubergenville Élisabethville;87386730;78410;b;1266548;1266548;988132;988132;1900062;1900062;1801226;1801226;1723706;1723706;1612926;1612926;1502962;1502962
Auboué;87191684;54580;c;1694;1694;1568;1568;2608;2608;1839;1839;2186;2186;3420;3420;4747;4747
Audun-le-Roman;87194357;54560;c;5934;5934;4600;4600;6265;6265;4803;4803;6641;6641;7155;7155;10122;10122
Aulnoye-Aymeries;87295600;59620;b;511434;639292;451188;563985;621126;776408;597836;747296;614240;767801;580610;725763;604945;756182
Aurec-sur-Loire;87726760;43110;c;49788;49788;35557;35557;69598;69598;64270;64270;51339;51339;63844;63844;70722;70722
Autun;87694570;71400;c;64134;64134;60025;60025;61002;61002;63796;63796;63847;63847;64509;64509;74269;74269
Auxerre Saint-Gervais;87683573;89000;b;327656;409570;272310;340387;448592;560740;376911;471139;427853;534816;384021;480027;418853;523567
Avenue Foch;87381038;75016;b;645324;645324;634456;634456;1229815;1229815;1217132;1217132;1211248;1211248;1181387;1181387;1146187;1146187
Avignonet-Lauragais;87616011;31290;c;19623;19623;15673;15673;20463;20463;17746;17746;26703;26703;26652;26652;28211;28211
Avrechy;87313296;60130;c;3941;3941;3772;3772;5073;5073;6801;6801;6887;6887;6980;6980;7219;7219
Bagneaux-sur-Loing;87684191;77167;c;28521;28521;13759;13759;29663;29663;57849;57849;114246;114246;223786;223786;439600;439600
Bainville-sur-Madon;87141531;54550;c;6;6;2;2;60;60;7;7;563;563;2676;2676;3102;3102
Ballancourt-sur-Essonne;87681437;91610;b;437411;437411;261589;261589;485406;485406;498440;498440;515230;515230;521401;521401;525543;525543
Balsièges;87111864;48000;c;0;0;16;16;12;12;6;6;2;2;5;5;3;3
Bandol;87755223;83150;b;289858;305114;220175;231764;324916;342017;304322;320339;340862;358802;315616;332227;306604;322741
Banyuls-sur-Mer;87784298;66650;c;77197;77197;50479;50479;74781;74781;64538;64538;80181;80181;71187;71187;73499;73499
Bas - Monistrol-sur-Loire;87726778;43120;c;72874;72874;55120;55120;102476;102476;82163;82163;65736;65736;91221;91221;98801;98801
Bas Évette;87184200;90350;c;6392;6392;3614;3614;6821;6821;5387;5387;6267;6267;5992;5992;6166;6166
Batz-sur-Mer;87481770;44740;c;18989;18989;11761;11761;15922;15922;12216;12216;11675;11675;9851;9851;8915;8915
Bauvin - Provin;87345280;59221;b;81470;101838;106504;133130;185978;232472;175839;219799;180078;225098;174049;217562;173097;216372
Bayeux;87444067;14400;b;375364;395120;312198;328630;572729;602873;489769;515547;547532;576350;530050;557947;555799;585052
Bayon;87141218;54290;b;127453;159316;106890;133612;139986;174983;131165;163956;140910;176138;140514;175642;146075;182594
Bazancourt;87171462;51110;b;214092;267616;173338;216673;174023;217529;165165;206456;186025;232532;179649;224561;173383;216728
Beaulieu-sur-Mer;87756379;6310;b;396883;496104;329716;412145;580072;725090;501699;627124;541376;676721;461285;576607;452775;565969
Beaune;87713545;21200;b;734727;834917;656096;745563;902907;1026031;843437;958452;945053;1073924;872976;992018;940402;1068638
Beauvais;87313510;60000;b;1241717;1478235;988279;1176522;1327596;1580472;1298880;1546286;1402417;1669545;1379556;1642329;1346772;1603300
Beauvoisin;87775809;30640;c;12738;12738;4826;4826;916;916;299;299;585;585;800;800;552;552
Bécon les Bruyères;87382002;92400;b;8732029;8732029;4409499;4409499;10269355;10269355;10508412;10508412;10854104;10854104;11036425;11036425;11668320;11668320
Bègles;87581801;33130;c;33584;33584;24877;24877;34296;34296;27100;27100;24941;24941;18524;18524;22853;22853
Bellegarde-sur-Valserine;87745000;1200;b;1123969;1322317;775242;912049;1305663;1536074;1151476;1354677;1352028;1590621;1359050;1598883;1419005;1669418
Belleville sur Sâone;87721357;69220;b;749047;772213;609269;628112;955807;985368;850238;876535;868192;895044;831617;857337;857814;884345
Belvezet;87783670;48170;c;253;253;311;311;264;264;290;290;609;609;549;549;201;201
Bénesse-Maremne;87673285;40230;c;16852;16852;11675;11675;13991;13991;9254;9254;8096;8096;8446;8446;7184;7184
Bénestroff;87192302;57670;c;8422;8422;7919;7919;11223;11223;9158;9158;8829;8829;7830;7830;7232;7232
Bernay;87444299;27300;b;401880;451551;336799;378426;477308;536302;447200;502472;484156;543996;465550;523090;484258;544110
Bertry;87345553;59980;c;2338;2338;4525;4525;8199;8199;7001;7001;5685;5685;5869;5869;6637;6637
Betton;87471045;35830;c;60428;60428;48846;48846;69479;69479;57640;57640;60526;60526;54956;54956;59721;59721
Beuvrages;87343160;59192;c;1588;1588;913;913;2320;2320;1776;1776;2968;2968;2329;2329;3170;3170
Beynes;87393363;78650;b;151643;151643;86727;86727;192598;192598;188216;188216;184586;184586;177372;177372;169429;169429
Bidos;87691949;64400;c;3220;3220;2525;2525;7401;7401;4020;4020;5771;5771;3829;3829;0;0
Bigny;87576306;18190;c;112;112;79;79;358;358;1061;1061;1996;1996;1920;1920;2098;2098
Bischheim;87212308;67800;c;41226;41226;32597;32597;52507;52507;46267;46267;45637;45637;47310;47310;43357;43357
Boën-sur-Lignon;87726471;42130;c;20030;20030;16541;16541;25451;25451;11921;11921;13859;13859;22402;22402;31040;31040
Bois-le-Roi;87682203;77590;b;927606;927606;553575;553575;1169555;1169555;1208919;1208919;1249808;1249808;1268641;1268641;1287788;1287788
Bonneville;87746339;74130;b;247456;309320;195951;244939;244862;306078;229975;287469;236990;296238;198876;248596;196041;245051
Bords;87491019;17430;c;9594;9594;5494;5494;8135;8135;6178;6178;7084;7084;7378;7378;9671;9671
Bougival;87382440;78170;b;703957;703957;436970;436970;876847;876847;869907;869907;869754;869754;851846;851846;811830;811830
Boulazac;87725473;24750;;4401;4401;53;53;0;0;0;0;0;0;0;0;0;0
Bourgneuf-en-Retz;87481242;44580;c;16403;16403;11428;11428;18222;18222;14560;14560;15541;15541;14164;14164;11131;11131
Bourth;87393603;27580;c;0;0;0;0;0;0;0;0;82;82;469;469;385;385
Boussay - La Bruffière;87481176;44190;c;21080;21080;11096;11096;13195;13195;14045;14045;18605;18605;16363;16363;17921;17921
Bouzonville;87193177;57320;c;15501;15501;12232;12232;19477;19477;23612;23612;28274;28274;27628;27628;30252;30252
Brassac-les-Mines - Sainte-Florine;87734244;63570;b;86092;107615;75737;94671;102367;127959;95369;119212;111519;139399;108499;135624;114501;143126
Brax - Léguevin;87611822;31490;b;167990;209987;148043;185053;174997;218747;191089;238862;227273;284092;239714;299643;265796;332245
Brélidy - Plouëc;87473827;22140;c;3841;3841;5021;5021;4787;4787;2925;2925;1748;1748;2270;2270;2903;2903
Bressuire;87487249;79300;c;21044;21044;16133;16133;23722;23722;23188;23188;26896;26896;25548;25548;28442;28442
Bretenoux - Biars;87594762;46130;c;12182;12182;9375;9375;15092;15092;14024;14024;16366;16366;18328;18328;21919;21919
Breteuil;87313247;60120;c;35539;35539;30912;30912;41007;41007;36295;36295;36651;36651;36570;36570;39090;39090
Brétigny-sur-Orge;87545194;91220;b;5104301;5104301;3240166;3240166;6654818;6654818;6622680;6622680;6638324;6638324;6515476;6515476;6360502;6360502
Bretoncelles;87394270;61110;c;25848;25848;21239;21239;22932;22932;20615;20615;20934;20934;24073;24073;26475;26475
Bretteville - Norrey;87444042;14740;c;23882;23882;21779;21779;26421;26421;19515;19515;22059;22059;20034;20034;19555;19555
Brignac;87592063;87400;c;120;120;64;64;98;98;65;65;251;251;163;163;72;72
Broons;87473074;22250;c;39722;39722;28626;28626;36462;36462;31064;31064;24009;24009;20214;20214;21995;21995
Brunémont;87345439;59151;c;1600;1600;1376;1376;3148;3148;3269;3269;3335;3335;3496;3496;4370;4370
Bruyères-sur-Oise;87276451;95820;c;110345;110345;52202;52202;112059;112059;122599;122599;111374;111374;108183;108183;102976;102976
Buno - Gironville;87681510;91720;c;42004;42004;34449;34449;60666;60666;64001;64001;68182;68182;70957;70957;74127;74127
Busseau sur Creuse;87597708;23150;c;1187;1187;628;628;551;551;764;764;1223;1223;1022;1022;1417;1417
Bussière-Galant;87592741;87230;c;16465;16465;12295;12295;17746;17746;15815;15815;19077;19077;21535;21535;19921;19921
Cadaujac;87582684;33140;c;34033;34033;22884;22884;43876;43876;41353;41353;42938;42938;38884;38884;41806;41806
Caffiers;87317321;62132;c;1110;1110;1764;1764;3196;3196;2945;2945;3274;3274;5727;5727;6298;6298
Calais - Fréthun;87281071;62185;a;497057;621322;415684;519605;773711;967139;714434;893042;747269;934087;706331;882914;698676;873346
Cannes La Bocca;87757617;6150;b;135049;168811;104403;130504;212472;265590;217673;272091;349434;436793;195274;244093;191768;239710
Capvern;87671156;65130;c;4907;4907;3388;3388;3638;3638;3673;3673;6742;6742;7984;7984;8146;8146
Carhaix-Plouguer;87473504;29270;c;43661;43661;29538;29538;34270;34270;44750;44750;59810;59810;60746;60746;65011;65011
Carnoët - Locarn;87473561;22160;c;4297;4297;2633;2633;2557;2557;3410;3410;3273;3273;3558;3558;2918;2918
Carry-le-Rouet;87753566;13620;b;55665;69581;40959;51199;80636;100795;73731;92164;83910;104888;78019;97524;87905;109881
Casino Lacroix Laval;87208553;69260;c;13453;13453;9241;9241;21010;21010;17487;17487;21500;21500;18331;18331;20468;20468
Ceintrey;87141572;54109;c;2490;2490;1425;1425;669;669;3344;3344;3022;3022;3394;3394;4802;4802
Cercy-la-Tour;87696492;58340;c;21102;21102;15351;15351;28653;28653;26574;26574;33395;33395;33532;33532;34819;34819
Cernay (Haut-Rhin);87182410;68700;b;364274;455343;351266;439083;400877;501097;372890;466113;391782;489727;396767;495959;419394;524242
Ceyzériat;87743302;1250;c;3769;3769;3169;3169;6762;6762;4123;4123;4694;4694;4885;4885;4297;4297
Chabanais;87592873;16150;c;0;0;16;16;2255;2255;3850;3850;7182;7182;6541;6541;6885;6885
Chabris;87576223;36210;c;20893;20893;21125;21125;24538;24538;21423;21423;19859;19859;16300;16300;14791;14791
Chagny;87713578;71150;b;321168;401460;295045;368806;325664;407081;314142;392678;369020;461275;351985;439981;371474;464343
Chalonnes-sur-Loire;87484204;49290;b;117731;147164;98379;122974;176200;220250;181722;227152;202158;252698;197908;247385;203677;254597
Chambly;87276725;60230;b;555890;694863;461738;577172;674357;842946;622939;778674;716218;895273;703547;879434;650655;813319
Champagné;87396275;72470;c;13105;13105;14192;14192;22836;22836;20618;20618;26741;26741;34654;34654;40979;40979
Champtocé-sur-Loire;87484352;49123;c;36433;36433;23453;23453;37933;37933;38102;38102;32871;32871;27185;27185;28233;28233
Charleville-Mézières;87172007;8000;b;992036;1325721;776821;1038116;1001032;1337743;973619;1301109;1080642;1444131;1079803;1443010;1156793;1545897
Chartres;87394007;28000;b;2514296;3142870;1994683;2493354;2732020;3415025;2572719;3215899;2645649;3307062;2669475;3336844;2800668;3500835
Châteaubriant;87481648;44110;c;23874;23874;17166;17166;24437;24437;22439;22439;27774;27774;29438;29438;29349;29349
Châteaubriant Tram Train;87590372;44110;c;72910;72910;56599;56599;100608;100608;98200;98200;105333;105333;100208;100208;103290;103290
Château-du-Loir;87396606;72500;b;112602;140752;81240;101551;152866;191083;159432;199290;167877;209846;161421;201777;161909;202387
Châteauneuf-sur-Cher;87576298;18190;c;9878;9878;7441;7441;10472;10472;9070;9070;11801;11801;11263;11263;13422;13422
Châtelaillon-Plage;87485110;17340;c;88489;88489;56464;56464;85288;85288;68306;68306;87581;87581;78511;78511;81090;81090
Châtillon d'Azergues;87721753;69380;c;15992;15992;13629;13629;19714;19714;16175;16175;17707;17707;22861;22861;23326;23326
Chauffailles;87694778;71170;c;30737;30737;24170;24170;30581;30581;22345;22345;19261;19261;26956;26956;31888;31888
Chaulnes;87313478;80320;c;96116;96116;66093;66093;85930;85930;81548;81548;92924;92924;92898;92898;96724;96724
Chauny;87296616;2300;b;496536;620671;426550;533188;483909;604887;483237;604047;516572;645715;478020;597526;466632;583290
Chenevières;87141382;54122;c;1574;1574;2163;2163;2096;2096;2221;2221;3028;3028;3185;3185;2659;2659
Chézy-sur-Marne;87116574;2570;c;91500;91500;70385;70385;117503;117503;106910;106910;107151;107151;101564;101564;97565;97565
Chorges;87763425;5230;c;19939;19939;13473;13473;26500;26500;24056;24056;30826;30826;28090;28090;32345;32345
Civrieux-d'Azergues;87721746;69380;c;4208;4208;4584;4584;6347;6347;6617;6617;8588;8588;5739;5739;5073;5073
Cize - Bolozon;87743344;1250;c;916;916;964;964;1481;1481;477;477;586;586;906;906;2132;2132
Clamart;87391565;92140;b;1449316;1449316;931145;931145;2089944;2089944;2298488;2298488;2528160;2528160;2734253;2734253;2936829;2936829
Clères;87411819;76690;b;111999;139999;97518;121898;138604;173255;129616;162020;130942;163678;126552;158190;128705;160881
Clermont-en-Argonne;87175737;55120;c;32;32;91;91;116;116;28;28;378;378;309;309;197;197
Clermont-Ferrand;87734004;63000;a;3218986;4023733;2640063;3300079;3887633;4859541;3487397;4359247;3750558;4688198;3498462;4373078;3717742;4647177
Cloyes-sur-le-Loir;87574509;28220;c;15729;15729;11071;11071;14659;14659;11289;11289;11580;11580;12263;12263;14041;14041
Colmar Saint-Joseph;87181222;68000;c;60788;60788;64908;64908;76016;76016;78681;78681;87336;87336;84732;84732;87946;87946
Colombier-Fontaine;87184556;25260;c;10744;10744;10622;10622;14534;14534;11952;11952;14045;14045;14728;14728;14259;14259
Colomiers Lycée International;87611921;31770;b;134118;167647;138766;173458;174685;218356;181352;226691;233161;291451;251010;313762;255183;318979
Colroy - Lubine;87144386;88490;c;0;0;23;23;15;15;18;18;140;140;587;587;247;247
Comines;87286260;59560;c;1265;1265;1058;1058;2413;2413;2357;2357;2348;2348;1690;1690;3343;3343
Connerré - Beillé;87396309;72160;b;69372;82586;56893;67730;141667;168651;158737;188973;167834;199802;164999;196428;179177;213306
Cordemais;87481820;44360;c;27477;27477;21478;21478;36473;36473;31510;31510;29016;29016;28563;28563;29540;29540
Cornil;87594481;19150;c;5149;5149;3418;3418;4762;4762;3654;3654;4309;4309;3443;3443;3539;3539
Corps-Nuds;87471326;35150;c;7225;7225;3307;3307;3533;3533;4004;4004;6702;6702;38817;38817;62696;62696
Couilly - Saint-Germain - Quincy;87116731;77860;b;110500;110500;9391;9391;102343;102343;103334;103334;104909;104909;104449;104449;103643;103643
Coulanges-sur-Yonne;87696831;89480;c;3038;3038;2880;2880;3880;3880;2401;2401;2507;2507;2812;2812;3208;3208
Courbevoie;87382200;92400;b;3799683;3799683;1951449;1951449;4250102;4250102;4177376;4177376;4109605;4109605;3970658;3970658;4048997;4048997
Courcy - Brimont;87171710;51220;c;23216;23216;20987;20987;20326;20326;18016;18016;18842;18842;20782;20782;21508;21508
Courthézon;87765180;84350;c;25611;25611;16297;16297;25599;25599;21910;21910;29997;29997;30388;30388;26800;26800
Cousance;87718270;39190;c;10231;10231;5889;5889;7077;7077;4819;4819;5637;5637;5743;5743;6757;6757
Coutras;87584516;33230;b;346821;433527;273994;342492;376331;470413;338056;422570;349278;436598;338156;422696;346268;432835
Cravant - Bazarnes;87683649;89460;c;8775;8775;5318;5318;8539;8539;7305;7305;8550;8550;7629;7629;12819;12819
Cubzac-les-Ponts;87491266;33240;c;14725;14725;7684;7684;10687;10687;6782;6782;6708;6708;5138;5138;5030;5030
Dardilly Les Mouilles;87721480;69570;c;23023;23023;21457;21457;23821;23821;23723;23723;19482;19482;19157;19157;11502;11502
Dieulouard;87141812;54380;b;84166;105208;75096;93871;121260;151575;109715;137144;111942;139928;107485;134356;114246;142808
Digoin;87694695;71160;c;24798;24798;18097;18097;19319;19319;15496;15496;19277;19277;18785;18785;21829;21829
Dinan;87478164;22100;c;63610;63610;37277;37277;72293;72293;67398;67398;83213;83213;81345;81345;84903;84903
Dirinon;87474015;29460;c;7630;7630;4781;4781;8153;8153;4811;4811;1248;1248;1950;1950;2467;2467
Distroff;87191320;57134;c;25583;25583;17999;17999;16867;16867;18734;18734;23789;23789;24275;24275;25644;25644
Docelles - Cheniménil;87144030;88460;c;6953;6953;5168;5168;5720;5720;4021;4021;5496;5496;5733;5733;5535;5535
Dole;87713412;39100;b;758029;947536;654765;818457;839249;1049061;792855;991069;856029;1070036;809789;1012236;803036;1003796
Dombasle-sur-Meurthe;87141119;54110;b;248847;311059;219102;273878;277386;346733;275229;344036;291561;364452;291766;364708;308697;385871
Dommartin - Lissieu;87721738;69380;c;12679;12679;13235;13235;12140;12140;9959;9959;9114;9114;8849;8849;10901;10901
Dompierre-sur-Helpe;87295774;59440;c;1464;1464;1396;1396;3175;3175;3117;3117;3163;3163;2891;2891;3146;3146
Donges;87481721;44480;c;11894;11894;7839;7839;10787;10787;9064;9064;8324;8324;9446;9446;10613;10613
Dordives;87684233;45680;c;28257;28257;19270;19270;27353;27353;40152;40152;87871;87871;213516;213516;545489;545489
Dorlisheim;87214338;67120;b;78750;98437;71117;88897;111005;138757;110311;137889;107814;134767;94877;118597;89146;111433
Dormans;87171512;51700;b;103970;129963;95970;119963;129483;161854;112898;141122;110303;137879;107441;134301;112969;141211
Douai;87345009;59500;a;2312445;2890557;1960495;2450619;3049203;3811503;2823221;3529027;2974200;3717750;2863936;3579920;2908863;3636078
Dourdan;87545525;91410;b;699773;699773;335576;335576;951888;951888;930666;930666;917332;917332;890369;890369;866000;866000
Dourges;87345165;62119;b;165763;169146;152051;155154;255384;260596;247741;252797;255066;260271;240705;245617;251402;256532
Douzillac;87595280;24190;c;0;0;0;0;0;0;0;0;515;515;1425;1425;1234;1234
Drancy;87271403;93700;b;7692125;7692125;3993399;3993399;8976601;8976601;8782317;8782317;8585390;8585390;8248559;8248559;7883390;7883390
Écouflant;87484113;49000;c;0;0;0;0;0;0;0;0;209;209;1202;1202;1380;1380
Ecully - Tassin;87721506;69130;b;203535;254418;189080;236351;223872;279841;203523;254404;209028;261285;183039;228799;150903;188629
Einvaux;87141200;54360;c;3098;3098;3416;3416;5387;5387;5113;5113;5343;5343;6779;6779;8766;8766
Elbeuf - Saint-Aubin;87411173;76500;b;191034;238793;145887;182359;250325;312906;206850;258562;207415;259269;203369;254212;232776;290970
Ennevelin;87287276;59710;c;2240;2240;601;601;975;975;714;714;471;471;321;321;907;907
Épernay;87171553;51200;b;592899;611236;479008;493822;781974;806159;702727;724461;772462;796352;736596;759377;779960;804083
Épinay-sur-Orge;87545228;91360;b;2095084;2095084;955407;955407;2707994;2707994;2779352;2779352;2860910;2860910;2889983;2889983;2902925;2902925
Épouville;87413732;76133;c;1125;1125;895;895;1772;1772;1542;1542;1808;1808;2218;2218;2367;2367
Éragny - Neuville;87381418;95610;b;742307;742307;439717;439717;978365;978365;901785;901785;833310;833310;755133;755133;746705;746705
Étréchy;87545145;91580;b;560909;560909;298309;298309;690936;690936;715653;715653;746860;746860;762887;762887;775908;775908
Exideuil;87592881;16150;c;0;0;0;0;0;0;0;0;79;79;288;288;834;834
Faubourg d'Orléans;87576173;41200;b;106506;133133;133709;167137;121436;151795;113984;142480;120806;151007;131611;164514;122855;153569
Fegersheim - Lipsheim;87212266;67640;b;107543;134429;91314;114143;138794;173492;128758;160948;141076;176345;172602;215753;163744;204680
Felletin;87597849;23500;c;276;276;281;281;3208;3208;2634;2634;4007;4007;4390;4390;5673;5673
Ferrières - Fontenay;87684241;45210;c;29254;29254;21354;21354;36147;36147;32070;32070;35639;35639;36797;36797;40794;40794
